OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ModelYear,Make,Model,VehicleDescription,VehicleId,rating_updated_on
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,8 SERIES CONVERTIBLE,2024 BMW 8 Series Convertible C AWD,19215,2024-12-21 11:33:05.659837+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,8 SERIES COUPE,2024 BMW 8 Series Coupe 2 DR RWD,19211,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,8 SERIES COUPE,2024 BMW 8 Series Coupe 2 DR AWD,19212,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,8 SERIES GRAN COUPE,2024 BMW 8 Series Gran Coupe 4 DR RWD,19217,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,8 SERIES GRAN COUPE,2024 BMW 8 Series Gran Coupe 4 DR AWD,19218,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,ALPINA XB7,2024 BMW ALPINA XB7 SUV AWD,19233,2024-12-21 11:33:05.659837+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,I4 GRAN COUPE,2024 BMW i4 Gran Coupe 4 DR RWD,19201,2024-12-31 11:37:41.109304+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,I4 GRAN COUPE,2024 BMW i4 Gran Coupe 4 DR AWD,19202,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,I7 SEDAN,2024 BMW i7 Sedan 4 DR RWD,19209,2024-12-26 11:38:15.587083+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,I7 SEDAN,2024 BMW i7 Sedan 4 DR AWD,19210,2024-12-17 11:33:30.434063+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,IX,2024 BMW iX SUV AWD,19234,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,M2 COUPE,2024 BMW M2 Coupe 2 DR RWD,19188,2024-12-31 11:37:41.109304+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,M3 SEDAN,2024 BMW M3 Sedan 4 DR RWD,19193,2024-12-17 11:33:30.434063+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,M3 SEDAN,2024 BMW M3 Sedan 4 DR AWD,19194,2024-12-17 11:33:30.434063+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,M4 CONVERTIBLE,2024 BMW M4 Convertible C RWD,19205,2024-12-21 11:33:05.659837+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,M4 CONVERTIBLE,2024 BMW M4 Convertible C AWD,19206,2024-12-31 11:37:41.109304+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,M4 COUPE,2024 BMW M4 Coupe 2 DR RWD,19197,2024-12-31 11:37:41.109304+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,M4 COUPE,2024 BMW M4 Coupe 2 DR AWD,19198,2024-12-17 11:33:30.434063+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,M8 CONVERTIBLE,2024 BMW M8 Convertible C AWD,19216,2024-12-04 11:35:27.617746+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,M8 COUPE,2024 BMW M8 Coupe 2 DR AWD,19213,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,M8 GRAN COUPE,2024 BMW M8 Gran Coupe 4 DR AWD,19219,2024-12-26 11:38:15.587083+00:00
4,4,4,5,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,No,No,2024,BMW,X1,2024 BMW X1 SUV AWD,19220,2024-05-25 12:31:50.348814+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.172,0.0,No Tip,5,Standard,No,No,2024,BMW,X3,2024 BMW X3 SUV RWD,19221,2024-05-25 12:40:20.800201+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.171,0.0,No Tip,5,Standard,No,No,2024,BMW,X3,2024 BMW X3 SUV AWD,19222,2024-05-25 12:40:20.800201+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,X3 M,2024 BMW X3 M SUV AWD,19223,2024-12-17 11:33:30.434063+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,X4,2024 BMW X4 SUV AWD,19224,2024-12-17 11:33:30.434063+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,X4 M,2024 BMW X4 M SUV AWD,19225,2024-12-29 11:33:30.038202+00:00
Not Rated,4,4,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,No,No,2024,BMW,X5,2024 BMW X5 SUV RWD,19226,2024-12-30 11:33:00.092872+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.159,0.0,No Tip,5,Standard,No,No,2024,BMW,X5,2024 BMW X5 SUV AWD,19227,2024-05-25 12:31:50.348814+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,X5 HYBRID,2024 BMW X5 Hybrid SUV AWD,19228,2024-12-17 11:33:30.434063+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,X5 M,2024 BMW X5 M SUV AWD,19229,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,X6,2024 BMW X6 SUV AWD,19230,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,X6 M,2024 BMW X6 M SUV AWD,19231,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,X7,2024 BMW X7 SUV AWD,19232,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,XM,2024 BMW XM SUV AWD,19235,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2024,BMW,Z4,2024 BMW Z4 C RWD,19183,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,BRIGHTDROP,ZEVO 400,2024 BrightDrop Zevo 400 CV FWD,19078,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,BRIGHTDROP,ZEVO 400,2024 BrightDrop Zevo 400 CV AWD,19079,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,BRIGHTDROP,ZEVO 600,2024 BrightDrop Zevo 600 CV FWD,19076,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,BRIGHTDROP,ZEVO 600,2024 BrightDrop Zevo 600 CV AWD,19077,2024-12-26 11:38:15.587083+00:00
4,5,5,5,5,5,4,5,4,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,BUICK,ENCLAVE,2024 Buick Enclave SUV FWD,19012,2024-05-25 12:40:20.800201+00:00
5,5,5,5,5,5,4,5,4,5,4,Not Rated,0.151,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,BUICK,ENCLAVE,2024 Buick Enclave SUV AWD,19013,2024-05-25 12:31:50.348814+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,Standard,Standard,Standard,2024,BUICK,ENCORE GX,2024 Buick Encore GX SUV FWD,18999,2024-05-25 12:31:50.348814+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,Standard,Standard,Standard,2024,BUICK,ENCORE GX,2024 Buick Encore GX SUV AWD,19000,2024-05-25 12:31:50.348814+00:00
5,5,4,5,5,5,5,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,BUICK,ENVISION,2024 Buick Envision SUV AWD,19009,2024-12-17 11:33:30.434063+00:00
4,4,5,4,5,4,5,4,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2024,BUICK,ENVISTA,2024 Buick Envista SUV FWD,19004,2024-11-26 11:39:55.757134+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,CADILLAC,CELESTIQ,2024 Cadillac CELESTIQ 4 DR AWD,19083,2024-12-26 11:38:15.587083+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT4,2024 Cadillac CT4 4 DR RWD,18987,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT4,2024 Cadillac CT4 4 DR AWD,18988,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT4-V,2024 Cadillac CT4-V 4 DR RWD,18989,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT4-V,2024 Cadillac CT4-V 4 DR AWD,18990,2024-12-26 11:38:15.587083+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT4-V BLACKWING,2024 Cadillac CT4-V Blackwing 4 DR RWD,18991,2024-12-17 11:33:30.434063+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT5,2024 Cadillac CT5 4 DR RWD,18992,2024-05-25 12:40:20.800201+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT5,2024 Cadillac CT5 4 DR AWD,18993,2024-05-25 12:31:50.348814+00:00
Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT5 WITH V6,2024 Cadillac CT5 with V6 4 DR RWD,18996,2024-12-26 11:38:15.587083+00:00
Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT5 WITH V6,2024 Cadillac CT5 with V6 4 DR AWD,18997,2024-12-26 11:38:15.587083+00:00
Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT5-V,2024 Cadillac CT5-V 4 DR RWD,18994,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT5-V,2024 Cadillac CT5-V 4 DR AWD,18995,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,CT5-V BLACKWING,2024 Cadillac CT5-V Blackwing 4 DR RWD,18998,2024-12-21 11:33:05.659837+00:00
4,4,5,4,5,5,5,5,5,5,3,Not Rated,0.212,0.0,No Tip,5,Standard,Standard,Standard,2024,CADILLAC,ESCALADE,2024 Cadillac Escalade SUV RWD,19030,2024-05-25 12:30:30.278697+00:00
4,4,5,4,5,5,5,5,5,5,3,Not Rated,0.219,0.0,No Tip,5,Standard,Standard,Standard,2024,CADILLAC,ESCALADE,2024 Cadillac Escalade SUV 4WD,19031,2024-05-25 12:40:20.800201+00:00
4,4,5,4,5,5,5,5,5,5,3,Not Rated,0.212,0.0,No Tip,5,Standard,Standard,Standard,2024,CADILLAC,ESCALADE ESV,2024 Cadillac Escalade ESV SUV RWD,19036,2024-05-25 12:40:20.800201+00:00
4,4,5,4,5,5,5,5,5,5,3,Not Rated,0.219,0.0,No Tip,5,Standard,Standard,Standard,2024,CADILLAC,ESCALADE ESV,2024 Cadillac Escalade ESV SUV 4WD,19037,2024-05-25 12:40:20.800201+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.089,0.0,No Tip,5,Standard,Standard,Standard,2024,CADILLAC,LYRIQ,2024 Cadillac LYRIQ SUV RWD,19024,2024-10-17 10:40:31.185155+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.089,0.0,No Tip,5,Standard,Standard,Standard,2024,CADILLAC,LYRIQ,2024 Cadillac LYRIQ SUV AWD,19025,2024-10-07 10:34:36.617203+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.167,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,XT4,2024 Cadillac XT4 SUV FWD,19018,2024-12-26 11:38:15.587083+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.154,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,XT4,2024 Cadillac XT4 SUV AWD,19019,2024-12-26 11:38:15.587083+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,XT5,2024 Cadillac XT5 SUV FWD,19016,2024-05-25 12:40:20.800201+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.151,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,XT5,2024 Cadillac XT5 SUV AWD,19017,2024-05-25 12:40:20.800201+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,XT6,2024 Cadillac XT6 SUV FWD,19020,2024-05-25 12:40:20.800201+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CADILLAC,XT6,2024 Cadillac XT6 SUV AWD,19021,2024-05-25 12:40:20.800201+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CHEVROLET,BLAZER,2024 Chevrolet Blazer SUV FWD,19022,2024-05-25 12:31:50.348814+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CHEVROLET,BLAZER,2024 Chevrolet Blazer SUV AWD,19023,2024-05-25 12:40:20.800201+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,CHEVROLET,BLAZER EV,2024 Chevrolet Blazer EV SUV FWD,19086,2024-10-31 10:37:10.636056+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.089,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CHEVROLET,BLAZER EV,2024 Chevrolet Blazer EV SUV RWD,19087,2024-12-31 11:37:41.109304+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,CHEVROLET,BLAZER EV,2024 Chevrolet Blazer EV SUV AWD,19088,2024-12-17 11:33:30.434063+00:00
Not Rated,4,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,Standard,Not Available,Not Available,2024,CHEVROLET,CAMARO LT1 WITH RECARO,2024 Chevrolet Camaro LT1 with Recaro 2 DR RWD,18971,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,Standard,Not Available,Not Available,2024,CHEVROLET,CAMARO LT1 WITH RECARO,2024 Chevrolet Camaro LT1 with Recaro C RWD,18978,2024-12-31 11:37:41.109304+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,Standard,Not Available,Not Available,2024,CHEVROLET,CAMARO LT1 WITHOUT RECARO,2024 Chevrolet Camaro LT1 without Recaro 2 DR RWD,18972,2024-05-25 12:40:20.800201+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,Standard,Not Available,Not Available,2024,CHEVROLET,CAMARO LT1 WITHOUT RECARO,2024 Chevrolet Camaro LT1 without Recaro C RWD,18979,2024-12-17 11:33:30.434063+00:00
Not Rated,4,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,Standard,Optional,Not Available,2024,CHEVROLET,CAMARO SS WITH RECARO,2024 Chevrolet Camaro SS with Recaro 2 DR RWD,18973,2024-12-21 11:33:05.659837+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,Standard,Not Available,Not Available,2024,CHEVROLET,CAMARO SS WITH RECARO,2024 Chevrolet Camaro SS with Recaro C RWD,18980,2024-12-31 11:37:41.109304+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,Standard,Optional,Not Available,2024,CHEVROLET,CAMARO SS WITHOUT RECARO,2024 Chevrolet Camaro SS without Recaro 2 DR RWD,18974,2024-05-25 12:31:50.348814+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,Standard,Not Available,Not Available,2024,CHEVROLET,CAMARO SS WITHOUT RECARO,2024 Chevrolet Camaro SS without Recaro C RWD,18981,2024-12-17 11:33:30.434063+00:00
Not Rated,4,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,Standard,Optional,Not Available,2024,CHEVROLET,CAMARO WITH RECARO,2024 Chevrolet Camaro with Recaro 2 DR RWD,18969,2024-12-21 11:33:05.659837+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,Standard,Not Available,Not Available,2024,CHEVROLET,CAMARO WITH RECARO,2024 Chevrolet Camaro with Recaro C RWD,18976,2024-12-26 11:38:15.587083+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,Standard,Optional,Not Available,2024,CHEVROLET,CAMARO WITHOUT RECARO,2024 Chevrolet Camaro without Recaro 2 DR RWD,18970,2024-05-25 12:40:20.800201+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,Standard,Not Available,Not Available,2024,CHEVROLET,CAMARO WITHOUT RECARO,2024 Chevrolet Camaro without Recaro C RWD,18977,2024-12-21 11:33:05.659837+00:00
Not Rated,4,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,Standard,Optional,Not Available,2024,CHEVROLET,CAMARO ZL1 WITH RECARO,2024 Chevrolet Camaro ZL1 with Recaro 2 DR RWD,18975,2024-12-21 11:33:05.659837+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,Standard,Not Available,Not Available,2024,CHEVROLET,CAMARO ZL1 WITH RECARO,2024 Chevrolet Camaro ZL1 with Recaro C RWD,18982,2024-12-29 11:33:30.038202+00:00
4,4,4,4,5,3,5,4,5,5,3,Not Rated,0.0,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CHEVROLET,COLORADO,2024 Chevrolet Colorado PU/CC RWD,19048,2024-05-25 12:30:30.278697+00:00
4,4,4,4,5,3,5,4,5,5,3,Not Rated,0.0,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,CHEVROLET,COLORADO,2024 Chevrolet Colorado PU/CC 4WD,19049,2024-05-25 12:30:30.278697+00:00
Not Rated,4,4,4,5,3,5,4,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard & Optional,Standard & Optional,2024,CHEVROLET,COLORADO ZR2 BISON,2024 Chevrolet Colorado ZR2 Bison PU/CC RWD,20001,2024-12-29 11:33:30.038202+00:00
